review_title,hotel_name,avg_rating,nationality,rating,review_text,tags
Fabulous,The Plaza Hotel Antwerp,8.4,Netherlands,8.8,There are no comments available for this review,['Leisure trip~Couple~Junior Suite~Stayed 1 night~Submitted via mobile']
Exceptional,Hostel Bruegel,8.4,Pakistan,10.0,Spacious and comfortable,['Leisure trip~Solo traveller~Bed in 4-Bed Male Dormitory Room with Shower~Stayed 2 nights~Submitted via mobile']
Exceptional,Motel One Brussels,8.9,France,10.0,Stule,['Business trip~Solo traveller~Queen Room~Stayed 1 night~Submitted via mobile']
Very good,B&B Sogni d'oro,8.8,Canada,8.3,"The bedroom is on the second floor with a shared shower and sink on that level. The toilet is on the first floor --down several steps. We were fine with this arrangement but if one has difficulty with stairs it may be a challenge.,

Anita was a great host who was able to give us guidance about  getting around the area. The room was clean and pleasant  with a comfortable bed. Parking at the house was an added bonus.Driving into Ghent from here was not a problem.",['Leisure trip~Couple~Double Room with Private Bathroom~Stayed 2 nights']
Superb,La lune en bulles,9.5,Belgium,9.0,There are no comments available for this review,['Leisure trip~Couple~Double Room with Garden View~Stayed 2 nights']
Old building and furniture but well ok for the price and right in front of the train station.,Hotel Castel,7.9,Germany,8.0,There are no comments available for this review,['Business trip~Solo traveller~Comfort Double Room~Stayed 1 night~Submitted via mobile']
Good,Hotel Professor,7.4,Sweden,7.9,"You must sleep with a closed window, the party  street is around the corner, and the place need some renovation. Elevator doesnt work at night. ,

Central location, clean rooms, good beds, elevator. Good price.",['Leisure trip~Solo traveller~Twin Room~Stayed 1 night~Submitted via mobile']
Exceptional,Martin's Relais,8.6,United Kingdom,9.6,"Shame no option for bar snacks,

Lovely staff, perfect location, comfortable rooms",['Leisure trip~Family with young children~Comfort Double Room with Canal View~Stayed 1 night~Submitted via mobile']
"Nice view,nice staff,low hygiene standards,bad customer service experience,photos sent to booking!",Hotel Eden Ardenne,7.8,Belgium,4.2,"* There is no ""good excuses"" someone can provide to justify dead & live insects on children beds & walls! and i don't have to be a entomologist or study/make a research on what harmful & not harmful insects are before i make a reservation in a hotel!  PLUS...* Finding a hair on bed sheets is not acceptable (hygiene wise)!* Threatening complaining guests to call police is not a good ""customer service"" practice! and when it comes from the manager of the place, there is a serious issue over there!* We booked a 4 persons room with 1 large bed (my wife & myself) and 2 small beds for my 2 kids, we had to sleep all of us on the large bed for what mentioned earlier up! and i ended up waking up in the middle of the night multiple times instead of having a good sleep.,

* The lady at the reception which gave us our room keys when we arrived was super helpful and amazing.* The restaurant cook was a master chief!* The waitresses are very nice and sweet.",['Leisure trip~Group~Family Room~Stayed 1 night']
The staff was friendly and helpful with good suggestions.,Hotel Biskajer Adults Only,8.3,United States,10.0,"The only thing that would have been  better was a walk-in shower.,

The breakfast was better than expected.  Great food and plenty of choices.  We especially enjoyed the  baked goods and homemade jam.",['Leisure trip~Couple~Large Double Room~Stayed 1 night']
Pleasant,Novotel Charleroi Centre,8.4,Poland,6.3,Terrible noise from the air con - could not sleep,['Business trip~Solo traveller~Superior Double Room~Stayed 1 night~Submitted via mobile']
Conveniently located hotel with friendly staff,Flandria Hotel,7.6,United Kingdom,8.0,"Double-bed was actually 2 singles pushed together - which is a pet hate of mine.  En-suite bathroom needed some repair and smelled of damp.,

Reception was very friendly and offered some useful tips on the local area.  Breakfast was very nice.  WIFI was fast enough to watch TV via my laptop.  The hotel is located close enough to the centre of town to have easy access to restaurants and shops, but also located down a quiet road so that there is no noise from traffic.",['Business trip~Solo traveller~Deluxe Double Room With Bathroom~Stayed 4 nights']
Superb,Hotel B - Boskapelhoeve,9.4,Switzerland,9.0,"Its brand new and well furnished. Breakfast was great, they take your order for eggs and such. Parking is near to the hotel so just a short walk from the car to your room. Very comfortable stay!",['Business trip~Solo traveller~Comfort Double or Twin Room~Stayed 1 night']
Good,Motel One Brussels,8.9,France,7.5,"Facility inside room was not great, not value for money,

Staff behaviour and location.",['Leisure trip~People with friends~Standard Double Room~Stayed 1 night~Submitted via mobile']
Exceptional,Best Western Plus Park Hotel Brussels,8.1,Armenia,9.5,There are no comments available for this review,['Business trip~Solo traveller~Mini Double Room with Two Single Beds - Non-Smoking~Stayed 2 nights~Submitted via mobile']
Passable,ibis Hotel Brussels Airport,7.1,Greece,5.0,"Very far from Brussel center and the public transportation was not very good from and to the hotel,

The bed was very good",['Leisure trip~Couple~Standard Double Room~Stayed 3 nights~Submitted via mobile']
Outstanding!!,Hotel Le Chalet,8.1,Belgium,10.0,"the location is very beautiful, the breakfast is splendid and delicious. The bedroom is nice and confortable and it is very relaxing. Therefore, the hotel is the best place I have ever stayed in La Roche en Ardenne.",['Leisure trip~Solo traveller~Double Room with View~Stayed 2 nights']
Exceptional,Interbellum,9.8,Belgium,10.0,There are no comments available for this review,['Leisure trip~Family with young children~Apartment - Ground Floor~Stayed 2 nights~Submitted via mobile']
Very good,Snuffel Hostel,8.8,Portugal,8.3,"Oh the showers....,

Big bedroom Comfortable beds Good breakfast",['Leisure trip~Solo traveller~Bed in 6 Bed Female Dorm~Stayed 2 nights~Submitted via mobile']
Good,Zen Your Life,8.6,Germany,7.9,"walls a bit thin,

nicely designed rooms, comfortable beds, awesome shower",['Business trip~Solo traveller~Double Room with Terrace~Stayed 1 night~Submitted via mobile']
i would stay again,Dansaert Hotel,8.0,Greece,9.0,"the lack of a mini fridge although everything was out so it was kept cold from outside. the water drainage in the shower was not very well placed and as a result the water was spreading throughout the bathroom,

the room was spacious very clean and very warm. the place was in an ideal position and the wifi signal was strong. the bed was comfy. the metro was very close as well as something fast too eat. we arrived at 01.00 and at 100m was an open 24/7 mc donalds to eat something fast and go to sleep. overall it was an excellent choice",['Leisure trip~Couple~Standard Double or Twin Room~Stayed 5 nights']
Good,"Hotel Indigo Antwerp City Centre, an IHG Hotel",8.7,United States,7.0,There are no comments available for this review,['Leisure trip~Couple~Standard Queen Room~Stayed 3 nights~Submitted via mobile']
My Stay,Aris Grand Place Hotel,8.3,Australia,8.3,"There appeared to be a water draining noise right next to my room. ,

Very clean and extremely friendly staff.",['Leisure trip~Solo traveller~Superior Queen Room~Stayed 2 nights~Submitted via mobile']
A good hotel close to the airport and comfortable for a short stay.,Van der Valk Hotel Brussels Airport,8.1,United Kingdom,8.0,"The cleaning of the air vents could be better as they contained dust.,

The room was located in a quiet area. Reception was very helpful and courteous. The room was spacious and very comfortable. Enjoyed our stay despite there being restrictions due to COVID-19.",['Business trip~Couple~Junior Suite~Stayed 2 nights']
Great spot to explore Brugge from.,Guesthouse Mirabel,9.4,United Kingdom,10.0,"Not a big problem, but if mobility is difficult stairs to rooms my be troublesome. No lift due to age and style of building.,

Very spacious rooms and ensuite. Lovely breakfast, staff welcoming and attentive. Building beautiful and in great location.",['Leisure trip~Couple~Suite with Garden View~Stayed 2 nights~Submitted via mobile']
The location is great. But that’s all. The staffs are not professional at all. I booked in advance for 3 nights. But twi,Century Hotel Antwerpen Centrum,6.9,Netherlands,5.0,"Beds are not comfortable. Noisy environment. Can hear the cars passing by easily.,

Location is great.",['Business trip~Solo traveller~Comfort Twin~Stayed 3 nights~Submitted via mobile']
A real gem...,B&B La Porte Cochère,9.7,United Kingdom,10.0,"The most gorgeous B&B in the middle of Ypres. Such wonderful, helpful & welcoming hosts sharing such insightful info on the history of Ypres. Will return...!",['Leisure trip~Couple~Standard Double Room~Stayed 1 night~Submitted via mobile']
Good,NH Brussels EU Berlaymont,8.5,Bulgaria,7.9,There are no comments available for this review,['Business trip~Solo traveller~Standard Double or Twin Room New Style~Stayed 2 nights~Submitted via mobile']
Exceptional,Hotel De Castillion - Small elegant family hotel,9.5,United Kingdom,10.0,There are no comments available for this review,['Leisure trip~People with friends~Junior Suite~Stayed 1 night~Submitted via mobile']
Good,Parkhotel,7.8,Portugal,7.9,"Some constructive details reveal a lack o maintenance.
On the bedroom, the curtains were smaller than windows. 
,

Very good breakfast.
Very good location.",['Leisure trip~Couple~Comfort Double Room~Stayed 2 nights~Submitted via mobile']
Good,AppartHotel Belle Vue,7.9,Belgium,7.1,"The airconditioning was too strong. The bedsheets were thin.   ,

The room was big.  Nice shower.",['Leisure trip~Solo traveller~Single Room~Stayed 1 night~Submitted via mobile']
Poor,Center Parcs Erperheide,7.7,United Kingdom,3.3,"The property was dirty and hadn’t been cleaned properly. It was also situated near ponds which attracted mosquitoes and other nasties which made our week a living hell. It also took 15 minutes to walk to the facilities on the park and 20 minutes to the car park. A 30 minute round trip to buy or use anything is not fun. The lodge area is also very poorly sign posted, very easy to get lost and also hard to find your lodge, again adding time to any journey. ,

Quiet",['Leisure trip~Family with young children~Comfort Cottage (5 Adults)~Stayed 7 nights~Submitted via mobile']
